id,tweet_id,content,concerns
1179,1327367328430886913t,Good thing Trump didn't have this presser before the election or he would have lost by a couple million MORE votes! #WarpSpeedVaccine #Pfizer #MedicalFreedom #InformedConsent #VaccineInjuries #VICP #VaxxedTheMovie,political 
1180,1343666028094611458t,@FakhuusHashim Has the CEO of Pfizer taken his vaccine shot yet? I heard he said he doesn't want to jump queue. When they chain him to a chair publicly and chook him the thing then we can consider.,pharma 
1181,1339470315584446466t,"@VacZineAnalytic @andrew_croxford I'm wondering how many 'experts' engaged, in a respectful, non-dismissive way with those expressing fears about vaccine side effects ... Telling people they're idiots because they're not 'following the science' doesn't necessarily qualify as far as I'm concerned.",side-effect 
1182,1306361420242735106t,"@jopath71 @niloc14061952 I hate to say it, but I have no confidence in our CDC or FDA. How is it that every year CDC puts out a vaccine for the wrong strain of flu?? By the way, how many people died of influenza from March to August 2020? We only hear about covid-19 and those numbers are bogus",side-effect 
1183,1399159524590825473t,@FlaShBloGLive Out date none sense - another media publication that lack facts and has no idea. Never surprised to read this type of negative media- to many vested interests in Biontech whose vaccine costs 3x raw material to make and is 7x higher in costs= Profiteering,pharma 
1184,1308723509657513984t,"🚨🚨🚨🚨🚨🚨🚨🚨🚨 Johnson and Johnson are in late stage 4 testing for Covid single shot vaccine!!! Aren't they the ones who allowed asbestos in their baby powder that caused cancer in many women? Yeah, sign me up for that shot! ☠️☠️☠️",side-effect 
1185,1282965724500295681t,"Bill Gates $4 billion Covid vaccine from the worlds best scientists? No thanks Globalists, it hasn't been tested enough!!!! Baba Zorka's Russian homeopathic tea mixed with petrol, urine and herbs grown on Bosnian Pyramid of the Sun? Yes, sign me up!!",ingredients 
1186,1325852600038776840t,"amazing aint it, the big announcement of the Vaccine today was known before last week and kept secret because of the American Elections.. These people behind the scenes of this global companies are pure scum... all part of the Agenda that's coming - #Pfizer #BioNTech #Trump",political 
1187,1328326577923502080t,"VACCINE KNOWLEDGE PROJECT SAYS In the case of the MenB vaccine, for example, it took nearly 20 years from the first idea to the vaccine being licensed for use. So not next month then.... your media tells lies #dailymail #vichy #CovidVaccine #SCAMDEMIC2020",rushed 
1188,1373806358475182081t,"Dolores Cahill, world renowned expert in immunology and vaccine. Chance of dying from covid 1 in 1,800,000; chance of dying from vaccine 1 in 50. Covid (SARS-COV-2) treatments work are readily available and much less dangerous than vaccine: https://t.co/YQucwqVV4U",unnecessary side-effect 
1189,1347874444996435968t,@TracyZille Africans now we pray for white Jesus to stop covid 19 we don't need any more vaccine.,unnecessary 
1190,1251045401769230336t,@Jonesys_mom @glhilder @LPerrins You don't have to live in America to have Bill gates team running the show. Bill and Melinda gates Foundation funds WHO and Imperial college Oxford so pay Neil Ferguson's wages. UK government funds GAVI. Vaccine alliance. They all have conflicts of interest,pharma political 
1191,1262677140061007872t,@VincentCrypt46 Both must be heavily invested in Moderna the more expensive “vaccine” not the hydroxychloroquine less expensive preventative method🤨 Such hysteria triggered my bullshit radar🤬,unnecessary pharma 
1192,1325855144660054016t,Eh hem ion give a fuh what Pfizer got.i ain't taking a vaccine for a virus that has a 99.8 percent survival rate Periot,unnecessary 
1193,1337245449628114945t,"@karmamydog @Flower10___ @wall3world @CBCNews An, there it is, using poor grandma and grandpa. I’m sure they will be thrilled about being the governments upcoming science experiment with the no long-term data Pfizer vaccine. https://t.co/1z8GzexR7y",political rushed 
1194,1307861534006276097t,"@NoFascistLies You can bet the farm the 1% that rule Western Nations Governments, won't be partaking of the Monkey Virus based AstraZeneca #Covid_19 Vaccine that has already 2 reported serious spinal cord side-effects.",side-effect 
1195,1254524452953604096t,@jamesgraham521 @YouTube What does that sound like to you? Vaccine programs inject half live viruses into a person. I think I’ll chance my luck with my immune system.,unnecessary 
1196,1348972594825981952t,"@Ishrxq_ Yeah obviously it is a dumb policy which is illegal, but they can't even get the numbers right on the Oxford vaccine. He repeatedly states it is 62% effective, which is true for the full dosing regime, which is not what the NHS are doing.",ineffective 
1197,1365326514921889797t,US Troops are resisting the COVID vaccine... 🤣🤣🤣 Good for them.,mandatory 
1198,1298270364946948099t,"@GOP GET A GRIP, FDA CHIEF! You LIED About The 35% Mortality Rate. The 35% Is The DIFFERENCE Between The HIGH Dosage & The LOW Dosage. And, There Were ZERO Placibos Involved. Trump's PUSHING The Convalescent Plasma Off On Us As Putin PUSHES His Vaccine Off On The Russian Citizens",political 
1199,1337484026119028737t,@SenSanders WH orders FDA chief to Authorize Pfizer's Vaccine today or Resign!!!                                               This why I WILL NOT get a vaccine until trump is gone!!!!!  https://t.co/PDqijweJZk,political 
1200,1374398597769228293t,"@RevNevLyth @richardosman #CampSticker ! (I didn't get a sticker, but can love without one, unlike the vaccine)",none 
1201,1374368504934191113t,No offense but if i end up getting the johnson and johnson vaccine that'll just be the last straw,political 
1202,1303962073026699264t,"Gates-Funded Vaccine Causes Polio Outbreak In Sudan & More Evidence Of Moderna's COVID Foreknowledge Welcome to The Daily Wrap Up, a concise show dedicated to bringing you the most relevant independent news, as we see it, from the last 24 hours. ***Due … https://t.co/1rGjA5gqS0",side-effect 
1203,1249492678204690434t,"THERE IS NO VACCINE PROVEN TO PREVENT CORONA VIRUS, THEIR MISSION IS TO REDUCE AFRICA POPULATIONS.",ineffective 
1204,1412615605597872138t,"17-year-old diagnosed with a heart condition after receiving Pfizer vax. Made to take it to attend school and play soccer. ""A week later, he came home and started telling me that his heart was hurting every time he had a heartbeat,” his father said. https://t.co/nKy3HBR8hV",side-effect 
1205,1433148588595597312t,"Otherwise healthy BBC host complained of headaches, scans later found haemorrhage on brain, inquest told There have been 417 cases of blood clotting after AstraZeneca vaccine out of nearly 50m doses administered.",side-effect 
1206,1353300155827712001t,@medusanewsfeed @SocialM85897394 @LozzaFox @BorisJohnson how many people have been duped into taking this trail vaccine? Do they know they are the guinea pigs?,rushed 
1207,1327238032496398337t,Take this vaccine. Not on your life! I love how when Madagascar spoke of a herbal remedy there was no interest in studying it further. But now Pfizer magicks a vaccine in record time - and it's roll out time. What a collusion! https://t.co/OSnm17jrxH,none
1208,1374505442626334725t,@krishgm Of course I’m not saying that investing in the vaccine wasn’t a good idea. It self evidently was. But to prioritise it as the principal solution without also investing in public health has led to a far far worse outcome.,unnecessary 
1209,1365069765694402560t,"@nickdebois Dude, I have no idea where you think you get your news from, but the Bild is a freaking bullshit paper like the Enquire! Mother put child through meat grinder, Bild got interview with the hamburger. Seriously? On the other hand, I wouldn't want Astra Zeneca vaccine either!",conspiracy ingredients 
1210,1316783072096989184t,#China plans to let victims sue #vaccine manufacturers for punitive damages after string of scandals. New laws will allow people to sue drug makers for cases of death or serious #VaccineInjury. Chinese vaccine victims could seek damages under new law https://t.co/IEgOb5Lv4m,side-effect 
1211,1344755745376636928t,@thehill Any vaccine like this will be suspicious! Where is the cancer vaccine? This at this moment is more lethal than cancer. But yet they found a vaccine? They made this distrust in pharmaceuticals because Americans have been raped for so long by the same companies you want us to trust,pharma 
1212,1284056416282607616t,"I do genuinely hope new Oxford Covid vaccine works and saves lives. But I do worry it will feed into narrative that ""Oxbridge clever solutions"" can save us from global disaster - which could have worrying implications for climate change where that approach is unlikely to work",ineffective 
1213,1335655641097121794t,@BeastRevealed @NULOOKREFINISH @HighImpactFlix @FaceLikeTheSun There's no known effects of of the virus or its vaccine... may as well load a single bullet and play russian roulette... It'll be years before we really know anything about this man made genocide virus,side-effect 
1214,1297717329300729856t,@jameshohmann I don't know about the #MAGAZombie crowd but there ain't no way in HELL I would risk taking a vaccine from the #RiggerInChief,none
1215,1325819465599234048t,"Isn’t it just remarkable that the Pfizer / Gates Foundation medical cabal has discovered a vaccine just days after a stolen Democrat election? I mean really, what are the odds.",political 
1216,1358117598970470404t,@MattHancock - Just asking if perhaps those Nurses injected the WHOLE content of the vaccine bottle instead of just the required dose? Norway urgently changes Covid vaccine guidance after 23 die in days following Pfizer jab https://t.co/RALxFvJEOX,side-effect 
1217,1254771065865158664t,@realDonaldTrump Just let ppl have their #ID2020 and mandatory CRISPR made mRNA vaccine. Many frontline #FakeNews journalists are going to burn themselves.,mandatory 
1218,1333897616766103552t,"Must just be a coincidence, the media and medical establishment are using these same psychological signs to keep us obedient and compliant during covid. #COVID19 #Covid_19 #CovidVaccine #danlied https://t.co/vGHLfdNcTI",none
1219,1334153236534726656t,@ericgarland The Pfizer vaccine has early side effects.. headaches and such.,side-effect 
1220,1382297953176543232t,"Oh, the Vaccine currently banned due to deaths? Inventor claims Brexit allowed scientists to develop Oxford jab https://t.co/hE6av8OIWU",side-effect 
1221,1336355836864684034t,"""Pfizer vaccines are made of messenger RNA (mRNA) and are required to be kept frozen at negative 70 degrees Celsius."" https://t.co/UwMpL6bBVu is this the temp that sperms and eggs are frozen? this is GENETIC MATERIAL to program cells",ingredients 
1222,1403412116799901696t,JUST IN: FDA reportedly tells Johnson & Johnson to toss 60M COVID-19 vaccine doses over contamination concerns https://t.co/3OfTnntECX https://t.co/Y7fo9QCN15,ingredients 
1223,1337401646607896576t,"@sue91282690 When 2 ppl had allergic reactions to Pfizer vaccine on 1ST DAY! it doesn't bode well. Now we also discover 10 people died in trials, they had to be fit & healthy to participate! Frightening! Now US has made it mandatory for all it's citizens to have vaccine. Population culling?",side-effect 
1224,1377281894547660803t,@ryancapperauld Not only that but there is literally no justification for it. If you’re vaccinated then you are protected against serious illness ( ie. illness that would hospitalise you) soo not exactly sure why the vaccinated are so concerned about the unvaccinated...,side-effect 
1225,1293562035456942080t,"Russia’s fast-track #coronavirus #vaccine draws outrage over safety. #RussianVaccine is the first approved for widespread use but could be dangerous because it hasn’t been tested in large trials, say researchers. https://t.co/Gngy0OE2Nc",rushed side-effect 
1226,1351207409071640578t,"After a video of his mother’s condition went viral, the son of a woman who was hospitalized after receiving Pfizer’s Covid jab told RT that, even though he was not an anti-vaxxer, he had serious doubts about the drug’s safety.",side-effect 
1227,1409764581220696069t,"@PfizerCareers "". that change patients lives.' Really ? Ok, then publish all your toxicological data about your #COVID19 #vaccine ‼ (including accumulation of mRNA-LNP in ovarian tissue).",side-effect 
1228,1339676396805890053t,@LisaKukla @DrNancyM_CDC @CDCgov Show me where it's safe. Astra Zeneca has aborted white Male 14 week old fetal lung tissue. Do the RESEARCH!!!,ingredients side-effect 
1229,1343015927474884611t,"@abcnews Maybe she's not crazy, maybe she's right about the Moderna 'Software for Life' vaccine that perhaps the army will enforce?? Only time will tell I guess. I certainly don't have a crystal ball.",conspiracy 
1230,1283455813017833478t,"💉 Everyone is praising Moderna's new antibody vaccine. But as I understand how it works, is that the antibodies in the vaccine only last several months before they lose their potency in the body against COVID. So more than one shot is necessary, More tests needed. 💉",ineffective 
1231,1383037193288085507t,Norwegian Institute of Public Health's recommendation about AstraZeneca vaccine - NIPH Higher risk associated with AstraZeneca vaccine than from COVID-19 disease in Norway https://t.co/2kPgmgz5BV,side-effect 
1232,1411959060774080514t,"Posted today: Delta evades RNA vax too 6 of 100 vaxxed attendees at open-air wedding got sick. In 2 with Covaxin, 1 (groom) died In 4 with RNA vax, 1 hospitalized All expected from measured 80% efficacy, yet PH officials say we don't need to worry. https://t.co/IhPUkWt8US",rushed side-effect 
1233,1411761863071776772t,ALSO ABOUT THE JOHNSON AND JOHNSON VACCINE! IT'S A FAUCI TWO-FER! https://t.co/wuNXKtG4QV,none 
1234,1374972891310256130t,@lovenature2021 I do think this is being mooted as a bit of a ruse by the government to encourage people to get the vaccine.,political 
1235,1335230012346298369t,"@Beachesguy2 @jeannetix Big winners are Fauci and Bill Gates. Fauci has a stake in Moderna through NIH, and Gates gave them 100 million dollars in 2016 for them to develop mRNA vaccines",pharma 
1236,1371121610057388037t,"Opinion: Vaccine side effects..- possible to have penicillin in it?? I've always thought it to be unfair to people, when president trump contracted covid and then bragged 3 days later that he was cured! Where is that special vaccine for the rest of population? hmmm..",side-effect 
1237,1255864714111967239t,Forced vaccination is a crime against humanity! And violation of: 1) Nuremberg Code 2) UNESCO Universal Declaration on Bioethics and Human Rights (art.6). 3) UN International Covenant on Civil and Political Rights (art. 7). 4) UN Universal Declaration of Human Rights (art. 3).,mandatory 
1238,1297444333721919492t,@cleveland19news I’ll rush right out to get a Russian vaccine. Not.,rushed 
1239,1260217108979466247t,@Kabamur_Taygeta How is he fighting for us if he pushing the Bill Gates death vaccine? Why is Hiliary not arrested? Why is he implementing all of Fauci’ Covid crap? Shutting down the country has destroyed the economy?,political 
1240,1326585761051910144t,"@PrometheusAM @ZubyMusic Well, sweetheart, let me tell you something: we won't comply, no matter the level of coercion. The sacrifice on our part won't last long anyway because this vaccine is bound to repeat the 1976 swine flu vaccine scandal. So, enjoy your vaccine and your continued covid anxiety.",conspiracy 
1241,1334083843809288203t,Its unlicensed....wake up people....UK approves Pfizer/BioNTech Covid vaccine for rollout next week https://t.co/b7mZhdLXh9,rushed 
1242,1252638154177347591t,"@MartinSLewis I just worry that we are getting lied to again, how can they have a vaccine when they don't have a clue about how many strains covid 19 has, I think they are trying to keep the public quiet and the tests will be a placebos and not real.",ingredients 
1243,1263163593064882182t,The irresponsible promotion of the #Moderna #Covid_19 #vaccine shows how inimical the private ownership of the #Pharmaceutical industry is to #publichealth. #capitalism undermines the international collaboration required to defeat the #pandemic. https://t.co/DvOGpYxKBO,pharma 
1244,1349177294489792513t,Healthy South Florida doctor dies from strange side effect 2 weeks after receiving Pfizer COVID-19 vaccine https://t.co/tL3UKGsaQh,side-effect 
1245,1343144015248707586t,"@ColinMHolmes @QueenBona4 @AlastairMcA30 @GillianMcKeith You are uninformed, manipulated, scared and weak. I know how id prefer to live my life. Does it not bother you that Pfizer are happy to kill people and pay compensation rather than actually be ethical in the first place?",none
1246,1283113553252225024t,"@TheLazyMerican @MicheleJeanne3 @TomiLahren @GavinNewsom No vaccine has 100 efficacy. Viruses often mutate. This is why there is a new flu vaccine “cocktail” every year. Many people that get an annual vaccine still get an influenza virus. We have learned to #livewithit, just as we will with #Covid. #openbusinessnow",ineffective 
1247,1283357921200545798t,@jimcramer is strongly defending his buddies over at @moderna_tx for their misleading vaccine results. How many times have we heard this story from @GileadSciences? Cramer has to keep his ‘charitable’ trust propped up. Wake up #cramerica,pharma 
1248,1439688993017303041t,Adolescent Boys at Higher Risk of Hospitalization From Pfizer Vaccine Than From COVID • Children's Health Defense https://t.co/h6MpMrE4j2,side-effect 
1249,1342924442599485440t,Fuck pfizer and those bullshit vaccines. And fuck anyone who takes it. IDIOTS,none 
1250,1341193114166431749t,https://t.co/Dhqd9Nwsj7 I am all for blacks going first to test sterilazarion theory associated with the Pfizer vaccine. I say let the racist go first. I will pass anyway.,side-effect 
1251,1398289222998581249t,A new @researchsquare study—not yet peer reviewed—suggests the cold viruses used to deliver vaccine material to the nucleus of cells may result in proteins that can trigger rare clotting events in recipients of the @AstraZeneca and @JNJNews vaccines. https://t.co/1K9mByJiFr,side-effect 
1252,1337813628918132736t,"FDA: Death, heart attacks, stroke, blood disorders all possible side effects of COVID vaccine | News | LifeSite https://t.co/AV9g1TFaik",side-effect 
1253,1263938467521867778t,@LookUp25297396 @uTobian MODERNA: Past attempts at developing COVID vaccines have always faltered at this stage as both humans and animals achieved robust antibody response then sickened and died when exposed to the wild virus. https://t.co/CCFlUhgQNg,side-effect ineffective 
1254,1233773600416595968t,"All this talk of a vaccine being g ready in the next few weeks is BS. Ready for TESTING maybe, but not distribution. But therapeutic assistance with already tested medications is a lot easier and a lot closer.",rushed 
1255,1355329956444831747t,From a medical standpoint this is just fucking ridiculous and exactly why I stand behind people refusing to get the vaccine.,none
1256,1306393848566800385t,@Mike_Pence Nope. The USA has failed with COVID-19. Now the Trump administration will probably killed their citizens with an hastily so-called vaccine without a proper trial run! You may be able to fool Americans but not the world!,political rushed 
1257,1328306513551777793t,"@MahaElias1 @cerumol ""Zaks spoke about mRNA vaccines, including those he produces at Moderna. Zaks’ description of Moderna’s mRNA products as, making permanent edits to human genes.” https://t.co/lZM59i0pwh",ingredients 
1258,1344782762155397129t,"@thehill I'm not taking the vaccine, but tainting the vaccine that others may take should be a severe federal offense. I propose Death Row.",side-effect 
1259,1370597876049580033t,"Just the way your palliative didn't reach me, neither covid-19 relief; let your vaccine not near me. Hold it to your families and friends not mine..🙏🙏🙏🙏 😎😎😎😎😎...MY GOD IS STILL IN CONTROL OF MY LIFE...",none 
1260,1343101821355778049t,"what is known, not known about COVIID19 vacciness: 4 Pfizer vaccinne trial recipients contracted Bell’s Palsy, the long term adverse reactions were only tracked for EIGHT WEEKS!! 8 weeks!! https://t.co/YxUKm7Zkt5",side-effect 
1261,1430599476327108619t,"Here come the insurance penalties against unvaccinated workers. Once the @US_FDA licensed the @pfizer #COVID19 #vaccine, the floodgates opened. If you still aren't vax'ed, it is going to cost you cash, maybe your job. https://t.co/v0TsS5CJAO",pharma 
1262,1319150095707746308t,"Bummer Cher! You are voting us right into A 2021 Socialist Nightmare, with an Immediate Nation Wide Mask & Vaccine Mandate. The ""Harris Administration w Joe Biden"" $80 BILLION Covid plan is the biggest Money Maker/Freedom Taker. It will never end for us, It makes them too much $$ https://t.co/UERxm78oSU",pharma political 
1263,1363907704822108163t,"@DCBMEP @BorisJohnson No, if the vaccine worked we would be able to come out of lockdown earlier now that the vulnerable have been given the experimental drug. Therefore the experimental drug is not very good?",rushed 
1264,1246889194099806208t,"@tomddumba True! Clinical trials are done everywhere. You know why Big Pharmas prefer Africa? They get away with everything. Pfizer was sued in Nigeria during the Meningitis outbreak, their trial led to the death of 11 kids. The HIV vacinne, all unethical & done without informed consent.",side-effect 
1265,1331440005240205312t,Haha Trump will make sure you don’t give us the one you and gates had planned 🥰🇺🇸🇨🇦❤️ And don’t forget Pfizer VP said we don’t need vaccines for your fake covid plan for agenda 2030,political 
1266,1341266793080516609t,"Title: Suspicions grow that nanoparticles in Pfizer vaccine trigger allergic reactions 💬: From the title I thought this was a ""nanoparticles are growing"" vaccine that allows us to have some ""nanny effects"" to control some kind of brain health disorder.",side-effect 
1267,1320756672932024320t,"If trump and Boris Johnson recovered from covid19, why do *we* need a vaccine?",unnecessary 
1268,1325812906731036672t,Fuck Fauci and his cronies. They waited too long to release Moderna results. Hell he had a vaccine long before they ever released this shit on us. #COVID19,pharma 
1269,1425769874446557188t,@EricBillyFR @Damkyan_Omega @JulienBacal 2/ Immunity is waning over time so Moderna recipients are also those who got most recently vaccinated.,unnecessary 
1270,1335062192744525826t,"@kuku27 The Hill @thehill ·5m If still you get vaccinated, you are straw headed Pfizer chairman: We're not sure if someone can transmit virus after vaccination https://t.co/0DXxU4ZNVJ",political 
1271,1369965179140665344t,The Danish Health Authority has suspended use of the Oxford-AstraZeneca Covid vaccine for 14 days as a precaution while an investigation into serious adverse events proceeds...1/n https://t.co/xXEXcLHPwB HT @iamPWK,side-effect 
1272,1329112532733325312t,@LotusOak2 @RobertKennedyJr Is @pfizer misleading the public with its 90% effective claim of its #Covid_19 #vaccines,ineffective 
1273,1364924908719927296t,@staronline brazil reports 50% efficacy on Sinovac.. 50%? ?? wtf is this garbage vaccine? https://t.co/mVqa5bG1sN,ineffective 
1274,1299189928279134210t,Trump did a great job with his speech at RNC. He promoted vaccine warp speed and 5G technology both which I wish he would not endorse. Anyone else like everything about him besides him pushing 5G n promoting vaccine warp speed for covid?,political 
1275,1398505016281899011t,"@OnlyNakedTruth I know. We don't know definitively, in which comorbidities, adverse effects can be fatal. A BBC radio journalist died after 2nd jab of AZL (our covishield). She was hale and hearty before vaccination.",side-effect 
1276,1305319977147342849t,"@Joel__Collinson @EricTopol @gregggonsalves No. I'm not an expert, but all the fantastic scientists out there are still scratching their heads as no one has yet discovered the etiology of the Covid 19 disease. Until they do all this vaccine stuff is just tits on a bull. G6PD deficiency might be a clue.",unnecessary rushed 
1277,1334681108416319490t,"@DarthCalculus @catturd2 If he mandated a vaccine for this man-made virus dubbed Covid-19, he would loose my support—I don’t think he will do that since that’s unAmerican!   I look for this to happen on his watch: a vaccine for this virus will be *optional* & it will *not* have fetal cells.",mandatory 
1278,1336622244437618690t,So there we have it first people (less than 24hrs after fanfare launch of #CovidVaccine) taken #allergic reaction #MHRA assured us #PfizerBioNTech vax was perfectly safe & no reactions 🤔DrJune Rayne advising not to take If u suffer allergies 🤧! @talkRADIO newsfeed.,side-effect 
1279,1367141954127990785t,• South Korean authorities investigating deaths of 2 people after media report said pair - both with pre-existing conditions - died within days of receiving AstraZeneca's COVID-19 vaccine https://t.co/wjiTrQdCW6,side-effect 
1280,1321373250430054400t,@llggeorgia @tabletmag Imperial College London casts doubt on herd immunity with their flawed study ( not peer reviewed but already discredited ). Together with the Sky News UK which promote anti-herd immunity strategies ... vaccine is the goal of the government even though they say it wont work,political 
1281,1300165185777401856t,"@Shayan86 Do you know whats in vaccines? Do you have any idea how damaging they are? Will you be vaccinated? Against a virus thats cyclical, and cell specific, in nature?",ingredients side-effect 
1282,1420414962544033801t,@TheInsiderPaper Get vaxxed with Pfizer with 39% efficacy or with J&J with even much lower efficacy so you can spread virus without testing. 🤦🏻‍♂️,ineffective 
1283,1428406900404727809t,"Singapore Teen Awarded $225,000 for Heart Attack Caused by Pfizer COVID-19 Shot while More than Half Million COVID Shot Injuries in U.S. Get NOTHING - Vaccine Impact https://t.co/cVrpWmuEGT",side-effect 
1284,1404462727670730755t,"For the record, I considered getting the Novavax vaccine since September because I had ZERO trust in the mRNA vaccines and I was 100% right about that. But if the safety profile is bad, I’m definitely not getting it. We need a thorough and honest read and discussion about this.",side-effect 
1285,1349121857857978370t,@RobDashwood @vonderleyen @AstraZeneca @EMA_News you mean from the group aged 18-55 which is pretty much at zero risk even without vaccine? that's useful...,unnecessary 
1286,1358368910521864193t,"What the Pharmaceutical Industry Doesn't Tell You https://t.co/Pd3OHIWQae New medication, new vaccine; 100 tests prove how good they are; 1,000 tests disappeared in a drawer in a filing cabinet. #Medication #MedicationSafety #VaccineNationalism #VaccineStrategy #VaccinesWork",pharma 
1287,1424682019959840768t,"@NothingButCog So, you're happier with viral genes rather than just a recipe? ""To create this vaccine, the Johnson & Johnson team took a harmless adenovirus – the viral vector – and replaced a small piece of its genetic instructions with coronavirus genes for the SARS-CoV-2 spike protein.""",conspiracy ingredients side-effect 
1288,1413186017956298756t,Death of 61-year-old West Australia woman last month likely linked to AstraZeneca vaccine - ABC News https://t.co/ngQcru1pcq,side-effect 
1289,1341292573382635520t,“polyethylene glycol (PEG)” or not people are allergic (don’t give it to kids) - Suspicions grow that nanoparticles in Pfizer’s COVID-19 vaccine trigger rare allergic reactions | Science | AAAS https://t.co/nkrITUrkT5,ingredients side-effect 
1290,1326012648815669251t,"Pfizer vaccine trial. Only 8 of the 96 actually received the vaccine, rest got the placebo. #vaccine #whatajoke #Pfizer #CovidVaccine",ineffective 
1291,1285666197003018240t,@FACT_Exeter @K3T3R @respect65 Back to my original point. This vaccine was rushed more than others done previously. 1 in 16000. Now imagine that if the same happened to the millions they intend to give the covid vaccine to. I'd rather be told it will take 5 years and be safe.,rushed 
1292,1333597732079095808t,"@benshapiro Cuomo is NOT a healthcare professional, nurse, or doctor. He has never worked a hospital floor. He has not worked with vent patients. Why are people listening to a evil, insane, tyrant, dictator?. Do not accept the Covid vaccine. According to the Bible, it's the mark of the beast",conspiracy 
1293,1329181951840882688t,"Media Hypes Moderna’s COVID Vaccine, Downplays Risks • Children's Health Defense Media mostly silent on safety concerns and lack of transparency surrounding Moderna’s experimental COVID vaccine, while stakeholders get richer. https://t.co/hGJZda3spm",rushed side-effect 
1294,1254322126208692224t,"Will vaccine be contaminated? Is is true that big pharma has no liability. Why does ‘philanthropist’ own research, manufacturing, distribution of vaccines. But he wants a 20% return & openly talks of population reduction. I read his father into eugenics (Nazi?). Smell here!",pharma conspiracy 
1295,1412433742187175938t,"Saying this for weeks. Is some of this because we’re short of suitable vaccines for the young? Did they put too many eggs in the AstraZeneca basket, then found unsuitable for under 40’s? Are they opening up now, for fear of exposing failures of their ‘brilliant’ vaccine roll out? https://t.co/2wWAtMu4sd",ineffective 
1296,1048372107049095169t,"@KimRossi1111 Mothers of autistic children are mocked & set-straight by too many ""experts"" out there. My sons predated vaccine overload. They suffered oxygen deficiency at birth. Brain damage that causes autism can come from many different factors. Research on vaccine injury must be demanded.",side-effect 
1297,1375834347819954182t,The so called vaccine has been proven to not be one but an even more dangerous synthetic pathogen acceleration science creation!,side-effect 
1298,1376129799350018053t,"“Another Covid19 vaccine casualty Illaria Pappa 31 school teacher from #Italy died from thromboembolism 10 days after receiving #AstraZeneca #vaccine"" https://t.co/6QQzoODaoD",side-effect 
1299,1369348590234185728t,This is a video of me after receiving the Pfizer COVID-19 vaccine this morning. I urge everyone considering the vaccine to PLEASE consider what they’re not telling you could be happening to you upon you getting the Pfizer vaccine for Covid 19. Thank you https://t.co/hKhoZz5xWx,none
1300,1353062213456523264t,"@Twiligh21059926 @lucyannebridge @queenoftheocean The Norwegian health authorities have looked into 13 of the deaths and believe vaccine side effects were at least partly to blame so are now cautioning the ""very frail"" and terminally ill against getting the vaccine. https://t.co/Ad2qkQ1cqd",side-effect 
1301,1377278500961390594t,"@jsolomonReports When it comes to my kids, and probably no different than other parents, there will never be enough of verification test that proves the safety of this vaccine.",rushed 
1302,1334625145877565441t,@RT3960 @Ljubica1 @darkfarces @sarahisitme It’s pretty obvious. Even Pfizer have admitted it could be up to 4 years before any side effects could become apparent.,side-effect 
1303,1337503128451751939t,@Redgrift0 @WirralCouncil No we get on with our normal lives (I have) apart from the amount of money I should of earned have you even looked into Pfizer who have been sued for millions the people wanting this fucking vaccine are walking mankind into its doom,pharma 
1304,1343360045325508609t,@JohnLoony @KarimPalant @jason_manc No it's not. It doesn't stop transmission (Pfizer) and they still wants masks and soc.distancing after it. The vaccine is nothing but a cash injection (ha! get it??) for vax co's.,pharma ineffective 
1305,1374511266316709888t,STOP THE CLICK BAIT. The vaccine does NOT protect you against getting Covid-19!!!! It just lowers your chances of dying from it!,ineffective 
1306,1321298383085195264t,"Bill Gates wants us all vaccinated and wearing masks , since the start of this plandemic i've seen many photos of him and partner not wearing a mask , I've seen video footage of them both ... again not wearing masks. Who is this worldwide joke on ?",pharma 
1307,1343539721339854849t,@disclosetv @BioNTech_Group Yeah it will stay so they can keep making billion's thats their new cash cow.,pharma 
1308,1280507071860027392t,"Is anyone stupid enough to have this injected into their own, or their children's body? What a weird species that thinks injecting poison will eliminate fear. #DORKS Operation Warp Speed Awards Novavax $1.6 Billion For COVID Vaccine | Zero Hedge https://t.co/UuQ54h0UwQ",conspiracy ingredients side-effect 
1309,1310882116050317313t,@simondolan My kids school is administering flu vaccine tomorrow. My boys won't be going in for that and there is no way they will be getting it anywhere else! Not going to give them more reason to violate them! I had COVID test before hospital procedure and it was absolutely brutal! Vile,none
1310,1428872947637407748t,"Waiting for my Government to fund the vaccine I need, not the vaccine it IMPOSES me, while not allowing me the use of Coronavac or Covaxin 🤷🏻‍♂️ IRONIC!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! https://t.co/dyEk87x8bV",mandatory 
1311,1285823141697204224t,"@ImagineSong1 @ChildrensHD Definitely no, no and no. 30% death rate in Ukraine Moderna trial. Naturally not picked up by MSM gatekeepers.",side-effect 
1312,1305952273927991298t,Respected researchers from several countries are questioning the authenticity of the data that their Russian colleagues presented in the @TheLancet journal at the beginning of September as evidence of the vaccine's effectiveness. It is about the suspicion of clumsy manipulation.,ineffective 
1313,1423721280046604292t,Sinopharm COVID vaccine available for children ages 3 to 17 in UAE https://t.co/IfnLXFoRnJ [Extensive trials? See 3rd paragraph. Sinopharm...notorious for causing outbreaks.] Feels like the whole world has gone crazy. #COVID19,side-effect 
