content,unnecessary,mandatory,pharma,conspiracy,political,country,rushed,ingredients,side-effect,ineffective,religious,none
@afomich @CNN @CNNOpinion Which claim are you suggesting is unsubstantiated? Any google search on vaccine risk or severe reaction provides a plethora of background. Those in power would call it anecdotal because science hasn’t stepped up and focused on resolving this very real issue. Personal experience!!,0,0,0,0,0,0,0,0,1,0,0,0
"@silvano_trotta Same situation in Germany. Deep state includes media and exists all over the world. Sad, that so many people believe in this bullshit and do not inform or think theirselves. Do not take COVID vaccine - it will modify your genes and maybe kill you. Inform yourself!",0,0,0,1,0,0,0,0,1,0,0,0
@PresidencyZA @CyrilRamaphosa why are you ignoring this but want a vaccine from bill gates?,0,0,1,0,0,0,0,0,0,0,0,0
@pfizer @US_FDA No vaccines for me or My Family. Screw you on that,0,0,0,0,0,0,0,0,0,0,0,1
@BorisJohnson Well I was going to take the vaccine but seeing as though your keeping us locked down for months to come with no hospitality open I can't see the point. The vaccines obvs don't work. If they did we could open up & get rid of face nappies. This government has lost the public.,0,0,0,0,1,0,0,0,0,1,0,0
"@NHSEngland That's great, but the problem is, you're 90, so every day you continue to live is a bonus (my nan used to say that before she died at 83) Only younger people will suffer from any long-term effects caused by this vaccine that Pfizer could not possibly have tested for.",0,0,0,0,0,0,0,0,1,0,0,0
The European Union's drug regulator said on Wednesday it is reviewing the death of a woman in Belgium who suffered a blood clot and low platelets after receiving Johnson & Johnson's (JNJ.N) COVID-19 vaccine.​ https://t.co/r9NwHMwagq,0,0,0,0,0,0,0,0,1,0,0,0
"@HillaryClinton They are already wrong. Pushing mandated mask. First, herd immunity is NOT a strategy. But a biological fact. Even with a vaccine. We will still rely on herd immunity. Second, We know who is vulnerable, seniors. So no more COVID patients put in nursing homes. Governor Cuomo.",0,1,0,0,0,0,0,0,0,0,0,0
@here222look I used to get the flu shot every year however the COVID vaccine was too rushed and I started looking into the flu vaccine. Thanks to the rush job on COVID I will never get a flu shot again.,0,0,0,0,0,0,1,0,0,0,0,0
FDA extends shelf life of Johnson & Johnson Covid vaccine https://t.co/hPKZNJVhXI via @nbcnews Based on what science??,0,0,1,0,0,0,0,0,0,0,0,0
"@MikeOkuda Right!!! So many people just want to take the vaccine now, not realising the severity of the side effects could be far worse than Covid if not tested properly",0,0,0,0,0,0,1,0,1,0,0,0
"Leaked report reveals Moderna COVID vaccine caused 300,000 vaccine injuries in three-month time span, hidden from VAERS https://t.co/ZMcXZ6BddZ",0,0,0,0,0,0,0,0,1,0,0,0
@dumpeverytrump Yes I take it every year but if they have a vaccine for Covid during this year or next year not taking it.,0,0,0,0,0,0,0,0,0,0,0,1
"@only__hughman @AlbertaGal1 @chrisel71792100 @WBrettWilson Except there is no peer reviewed research on the Pfizer vaccine. The official study is not set to end until 2023, there has been 2 deaths on the vaccine arm & the officially filled documents explicitly mention they have no data on the effects on pregnancy & fertility.",0,0,0,0,0,0,0,0,1,0,0,0
@deusthengo The only way you can be safe from the covid vaccine is by getting the same one as the one in USA and not designed for Africa,0,0,0,0,0,1,0,0,0,0,0,0
"Idk why Johnson & Johnson thought they vaccine was valid. Mffff you make lotion , tf yk about RNA?!?!",0,0,0,0,0,0,0,0,0,1,0,0
The fact that you guys are so supportive of Big PHARMA IS troubling to me....really troubling...people are on here really Speaking on the behalf of Pfizer...I am in the F#cking Matrix MY GOD 😳😒😣🤨 ..#smh https://t.co/oc9ovvXtdQ,0,0,1,0,0,0,0,0,0,0,0,0
"@fionamflanagan1 The Nursing Home is Lusk, Dublin is a prime example, no deaths that we heard of in the 1st wave last March/April, they then roll out the vaccine and 11 die as reported by all media 7 days ago at the same time vaccines administered.",0,0,0,0,0,0,0,0,1,0,0,0
"The New Normal was always the plan: “... we will probably get vaccinated a couple of times a year, against the latest variant in circulation, but never fast or comprehensively enough to achieve herd immunity.” https://t.co/TXrtj3Ren8",0,0,0,0,0,0,0,0,0,1,0,0
"it took me 5 mins in the hospital to decide against the whole vaccine taking process, like nah that system ain't putting nothing in me",0,0,1,0,0,0,0,0,0,0,0,0
Lisa Shaw: Radio presenter died 'after suffering blood clots following Oxford/AstraZeneca COVID vaccine' - family says https://t.co/qI3QYmJ55i,0,0,0,0,0,0,0,0,1,0,0,0
@MattHancock @pfizer @BioNTech_Group I presume you will now be removing the immunity from prosecution as this is being rolled out to the public? While this immunity is still in place how can anyone trust you ? It’s basic product liability if it causes me harm I want compensating for the damages done!,0,0,1,0,0,0,0,0,0,0,0,0
@g_998877 @WelshCelt @Peston @BorisJohnson They can also use coercion to force people to get the vaccine and claim it’s offered and then one vaccine leads to another until they pumping people’s bodies full of god knows what we will be human lab rats,0,1,0,0,0,0,0,0,0,0,0,0
Probe launched after Ukrainian man loses consciousness & dies just four hours after taking first dose of Pfizer Covid-19 vaccine — RT Russia & Former Soviet Union https://t.co/lyZbF9nc5C,0,0,0,0,0,0,0,0,1,0,0,0
#BREAKING Austria suspends AstraZeneca Covid vaccine batch after death. Austrian authorities have suspended a batch of AstraZeneca’s COVID-19 vaccine as a precaution while investigating the death of one person and the illness of another after the shots. https://t.co/HiHHc1Tx3Z,0,0,0,0,0,0,0,0,1,0,0,0
Pfizer's COVID-19 vaccine effectiveness is less than our natural survival rate without a vaccine. @newsmax @OANN @hodgetwins @Timcast @scrowder @PrisonPlanet @EricGreitens @RSBNetwork @CLewandowski_ @SkyNewsAust @HawleyMO,0,0,0,0,0,0,0,0,0,1,0,0
"@stewpotdudders If governments wanted us to die. Why the lock down? Was the virus not that lethal. If the vaccine will protect us, why give it to everyone only if they plan to kill us with the vaccine. If the second wave of the corona is to be more deadly. Why the vaccine. Conundrum.",0,0,0,0,0,0,0,0,1,0,0,0
"🚨Moderna-Gates&Fauci-just announced their new vacc,an MRNA is progressing well.This has not been properly tested on humans.This MRNA will bind with your DNA,changing your DNA forever.Noone knows what will happen.Whoever takes it are human Guinea Pigs.Gates says~ 750,000 will die",0,0,0,0,0,0,1,0,1,0,0,0
@Kingdom49867884 They can take everything away from me including my clothes. Put me up against a wall in front of a firing squad and I will still not take a poison vaccine. I will live to tell the tale and free us from this tyranny.,0,0,0,0,0,0,0,0,1,0,0,0
@EWTNVatican I have yet to hear if Covid vaccines are ethical? Somehow in the haste I doubt it. So we would not be able to get it.,0,0,0,0,0,0,0,0,0,0,0,1
"@Soulphood @LozzaFox One easy one, 2019 the Pentagon commissioned a study on the flu vaccine, mandatory for the military. The name Woolf appears on the study. It found those vaccinated 4x more likely to get upper respiratory infections, 7x more infectious, 38 percent more likely to get Covid.",0,0,0,0,0,0,0,0,1,0,0,0
"@Mark_J_Harper Now that the Queen has effectively told people they're selfish if they do not accept the vaccine, they're definitely going to have it now. Nothing like a bit of emotional blackmail.",0,1,0,0,0,0,0,0,0,0,0,0
@RandPaul My 70 year old relative recovered from Covid and had a horrible reaction to the Moderna vaccine,0,0,0,0,0,0,0,0,1,0,0,0
"Covid has a 99.8% recover rate,with the vaccine what does it become 99.9% recovery? Come on people follow the science right?",1,0,0,0,0,0,0,0,0,0,0,0
OH REALLY! Yeah I ain't taking that shit anytime soon. Denmark suspends Oxford Covid vaccine after patient dies with blood clot. https://t.co/xPwmE7qo1V,0,0,0,0,0,0,0,0,1,0,0,0
"@UrsulaIreneRay1 @DailyFriendSA So if it's safe, then why are pharma companies free of liability and secondly, if it's a vaccine, why doesn't it prevent infection and transmission? Thirdly it's not fear, it's free will or choice",0,0,1,0,0,0,0,0,0,1,0,0
The Catholic Archdiocese of New Orleans urged Catholics on against taking a vaccine for COVID-19 manufactured by Johnson & Johnson because the vaccine is developed from stem cells obtained from two abortions. Hmmm...J&J refused comment at this time. https://t.co/7QCdRPKynx,0,0,0,0,0,0,0,1,0,0,1,0
@DHSCgovuk @DrAmirKhanGP If the threat was real and significant and the vaccine was safe and effective then surely healthcare workers wouldn't require any encouragement! 🤷‍♂️,1,0,0,0,0,0,0,0,1,0,0,0
"People worldwide are rising against bloody #lockdown #tyranny #masks #vaccines #policestate #pharmacorps #newworldorder #gates #astrazeneca #gsk #gavi #who We want our #freedom #rights #jobs #lives back ! Say NO to new normal, say NO to new world order !!! Irish Rover.",0,0,0,0,0,0,0,0,0,0,0,1
"AstraZeneca COVID-19 vaccine trial volunteer has died, Brazil health authority says | Article [AMP] | Reuters Covid 99.9% survival rate, stick your vaccine up your ass https://t.co/prHO9smejS",0,0,0,0,0,0,0,0,1,0,0,0
"@agamemnus_dev @Bigapple2la Pfizer vaccine sucks. And alt is the only candidate with a proven mucosal response (VXRT debatable). It’s like getting a Pfizer vaccine - if it works, which who knows, and without a booster - plus wearing an anti microbial mask.",0,0,0,0,0,0,0,0,0,1,0,0
"@TVpsychologist @piersmorgan 40 years of research, no vaccine for HIV. At least 100 years of research no vaccine for CANCER. Ongoing research, no vaccine for the COMMON COLD. But now in less than a year you have a vaccine for COVID-19 that you want me to take?",0,0,0,0,0,0,1,0,0,0,0,0
"@Charlie93796299 @RobinSwannMoH Chances of anaphylactic reactions, fevers, headaches, blood pressure issues, covid like symptoms, nausea, sick for several days..a vaccine should not make you sick. On a global scale we talk about >50 million people. Stop this #experiment (a mRNA vaccin experiment factually)",0,0,0,0,0,0,0,0,1,0,0,0
"Bill Gates, Donald Trump, Anthony Fauci, Rockefeller etc in the federal government are working with Moderna to get you microchipped by January 2021 with operation warp speed, headed by Moderna scientist Moncef Slaoui, whose associates like Robert Langer developed the chip w Bill. https://t.co/8vkOeoLFUo",0,0,0,1,1,0,0,1,0,0,0,0
"@CMA_Docs ""...no vaccine or drug has been approved to prevent or treat COVID-19 yet."" They're available! Why not approved? Time for a class-action lawsuit against medical entities who knowingly hide the cure! #HCQ",0,0,1,0,0,0,0,0,0,0,0,0
"@martingeddes Anyone think it’s strange that a so called vaccine is in its testing stage when no autopsy’s have been carried out on covid death, the very disease the vaccine is to be used to stop ???",0,0,0,0,0,0,1,0,0,0,0,0
@butts_4_jesus @StockRandom @JasonNegron @VincentRK @Delblogo 50 year old on BP meds does of Covid “but he had comorbidities he died from (stable controlled) hypertension 92 year old dies a week after vaccination from his long unstable heart condition “vaccine killed tons of people”,0,0,0,0,0,0,0,0,1,0,0,0
"I've suspected Sinopharm is a dud for a while now. Looks like the countries that relied on it are feeling the same. It apparently does limit severe symptoms, which is important. But it hasn't limited viral spread at all like the other vaccines have. https://t.co/OFjuhUKgmI",0,0,0,0,0,0,0,0,0,1,0,0
@marylande @clg6000 @ghost_of_roger @PeterHotez bottom line the ONLY way you can explain Israel is vaxxed ppl are asymptotically contracting and spreading Israel estimates 2 Pfizer vaxxes have ZERO efficacy against asymptotically contracting. CDC/FDA are ignoring,0,0,0,0,0,0,0,0,0,1,0,0
"@Ballydally3Mm @JackJackedMe @mikhail86439176 it's already translated by @mikhail86439176 ""Russian girl regretted having Sputnik V COVID 19 #VACCINE side effects unbearable including headache and numbness in her leg""",0,0,0,0,0,0,0,0,1,0,0,0
@TheRevAl I would like to know if there are more deaths from one vaccine. #J&J,0,0,0,0,0,0,0,0,1,0,0,0
"@ttskbmar @pfizer @ScottGottliebMD You realise medical exemptions are granted AFTER the event? That in CA permanent paralysis isn't recognised as exemption-worthy ""adverse reaction""? Do you get that if, of 3 siblings, 1st died 12 hrs post-vax & 2nd had (lifelong) seizures within 24 hrs, 3RD STILL WOULDN'T QUALIFY?",0,0,0,0,0,0,0,0,1,0,0,0
@LBC @NickFerrariLBC Why do we need a vaccine????? China has eliminated COVID without one 🤔,1,0,0,0,0,0,0,0,0,0,0,0
"@LisaBBack2009 @globalnews @CHEXNewswatch I have a idea. How about all you folks that want it, Get it. And all of us that don’t want it, Won’t. You’re safe. We will assume the risk we know we are taking. Cool? If it’s a .02% mortality rate, what does that drop to if 90% are vaccinated? Carry on.",1,0,0,0,0,0,0,0,0,0,0,0
@TheLiamSturgess @JeanmarcBenoit “CDC and FDA are monitoring reports of Guillain-Barré Syndrome (GBS) in people who have received the J&J/Janssen COVID-19 Vaccine.” per CDC website 🤨 https://t.co/hI9so3W7ze,0,0,0,0,0,0,0,0,1,0,0,0
Is it smart to start with a Chinese vaccine with only 50% efficiency rate?? A vaccine from the country where the covid-19 first were discovered.,0,0,0,0,0,1,0,0,0,1,0,0
"@Jhickness9 Bill gates ran a mock covid drill before the pandemic hit??? Bill gates own part of Pfizer, yes one of the vaccine makers. It's about money, and probably depopulation. The pope and Bill gates have been talking about depopulation for years!!! Anybody take that vaccine tripping",0,0,1,1,0,0,0,0,0,0,0,0
After #Israel completed vaccinating 25% of its population with @Pfizer #vaccine.. The real efficacy is 33% after one dose .. And I don't buy it will jump to 60% .. after second dose.. Note: Anything below 50% is #Garbage .. https://t.co/Oi7o1f0cUs,0,0,0,0,0,0,0,0,0,1,0,0
@Markvinnie1983 @Gary_Kidson @HaganTenderloin @AdamKDB123 @BorisJohnson Even if you have the vaccine you can still get Covid. To think that you will ever be safe from catching it or the common cold which kills more people per year than Covid has is a a fools errand. To think anything otherwise is seriously foolish.,1,0,0,0,0,0,0,0,0,1,0,0
"Eric Clapton, Ben Stein and countless others sound the alarm on the severe and deadly side effects of the Russian Roulette Covid “vaccine”. https://t.co/XrfruVau0e",0,0,0,0,0,0,0,0,1,0,0,0
"@alexmtrue94 @ChrisSlevin8 @PaulBrandITV That is specific to older people. Similar with covid, the statistics are like 1 in 19 million of dying off covid if you are under 40. The chances of vaccine damage could be higher. For my age group the risk of vaccine damage, however small is serious and not worth the risk.",0,0,0,0,0,0,0,0,1,0,0,0
They told us one week ago that the Astra-Zeneca vaccine does NOT cause blood clots. They said they had proof. Keep getting jabbed. Now scientists have found that people with an autoimmune disorder DO get clots from the A-Z vaccine. Endless lies! https://t.co/XR3DABf0Ey,0,0,0,0,0,0,0,0,1,0,0,0
"@WhiteHouse @MarianoRivera We will never take the vaccine that has no long term effects, none of the vaccines have been tested for cancers, made using aborted babies. This is an evil agenda. My God of Abraham will have his vengeance. https://t.co/feiME2EA5r",0,0,0,0,0,0,0,1,0,1,0,0
"@funder @jmtarpon Moderna top execs dump $30 mill in stocks for Covid vax and all the monkeys got the infection in Oxford study. Considering the flu shot neither cures incidence of the flu and Covid will have mutated, it is somehow based on politics. Right. #COVID19 https://t.co/HmAulBOjA8",0,0,1,0,0,0,0,0,0,1,0,0
"The damage in our bodies that will be caused by the Pfizer MRBA vaccine is permanent. It will be important for your children to ask their future spouse if they have taken the vaccine. If so, they may not be a suitible mate for future children. @epigwhisp, would you agree?",0,0,0,0,0,0,0,0,1,0,0,0
"@BrotherJev @Laurie_Garrett @moderna_tx The Trials for moderna were a joke. 30k test subjects, zero covid tests prior to getting vaccine so no clue who already had covid. Zero covid tests during trials unless you became seriously ill. So how many minor symptom covid cases.",0,0,0,0,0,0,1,0,0,0,0,0
"@IvankaTrump I’m not taking shit or listening to anything the compromised @CDCgov says ever again. Thanks, but no thanks! Not taking @BillGates #MRNA vaccine from @moderna_tx either. Damn #nanotechnology robots in a bandaid altering my #RNA. You are all fucking crazy!!",0,0,0,1,0,0,0,1,0,0,0,0
@JetteUk @GovJersey AstraZeneca cannot be sued for damages in the UK. The UK government have given all Covid vaccines indemnity - BUT NOW it is known - actually it was known in 2006 that Adenovirus vaccines causes CVST then there is no justifiable reason to continue to Force people to have AZ.,0,1,0,0,0,0,0,0,1,0,0,0
Vaccines are Russian Roulette. All risk and no reward.,0,0,0,0,0,0,0,0,0,0,0,1
"@TuckerCarlson Hi tucker you spoke about the two guys ordering people to stop the lock down ?!! I did not see the interview. But I think it’s because they need high figures to give a reason to give everyone this vaccine which has not been tested yet , and 5G is connected say no more .",0,0,0,0,0,0,1,0,0,0,0,0
@DavidStaplesYEG @WolfishHead Yes she is but if this virus got out of control would we be treated like this. Our PM keeps mentioning things will not get back to normal till a vaccine is found. Will they then make us take it is the question ....,0,1,0,0,0,0,0,0,0,0,0,0
Pro-vaccination don’t get me wrong but will I be getting the COVID vaccine in the next year...absolutely not,0,0,0,0,0,0,0,0,0,0,0,1
Please read through @NoClutchTruth’s thread on the COVID vaccine being pushed to front line workers in Arkansas. I’m not disagreeing with the vaccine - but against mandatory vaccination.,0,1,0,0,0,0,0,0,0,0,0,0
"Obama mocked after promise to take Covid-19 💉 on camera, Twitter recalls Flint water-drinking ‘stunt’ https://t.co/NIDUlrbsXJ the snake 🐍 oil vaccine 💉 is toxic... DO NOT TRUST the New Word Order Clan. They are a chomping at the bit to be ‘top dog’ in the Beast System Agenda.  https://t.co/wYnv60Fo1e",0,0,0,0,1,0,0,1,0,0,0,0
"#VAERS #Pediatrics Infant after drug exposure via #breastfeeding to #Pfizer #CovidVaccine ""Abnormal behaviour, Agitation, Asthenia, Asthenopia, Crying, Depressed level of consciousness ... Feeling abnormal, Feeling hot, Flushing, Somnolence"" https://t.co/KX8AcOLDxo",0,0,0,0,0,0,0,0,1,0,0,0
"A Chinese doctor has called the Sinopharm coronavirus vaccine the 'most unsafe in the world' and claimed it has 73 side effects. However, as soon as his statement went viral, the vaccine expert apologised to the nation and his fellow countrymen for his ... https://t.co/lPsB1qPpPm",0,0,0,0,0,0,0,0,1,0,0,0
"Canada says AstraZeneca COVID-19 vaccine safe, but adds blood clot warning Safe &blood clotting is contradictory. Makes no sense. It is briefly unsafe https://t.co/NHB56Ai6bB via @YahooIndia",0,0,0,0,0,0,0,0,1,0,0,0
Once again Johnson in his wisdom has sanctioned that 2nd dose of vaccine to be given in 12 was despite all the scientists saying 3 weeks. More herd immunity? NO OTHER COUNTRY SUPPORT THIS I was invited but not going to take part in Johnson’s drugs trial,0,0,0,0,0,0,1,0,0,0,0,0
To any businesses affected financially that want to re open and ask for a Covid Vaccine Certificate/Passport Expect my money to go elsewhere as Will others,0,1,0,0,0,0,0,0,0,0,0,0
on jesus they can keep the covid vaccine far away from me 😂,0,0,0,0,0,0,0,0,0,0,0,1
"What a cash cow....annual booster for CoVid protection.....what a jackpot for Fauci/Gates, etc Dr. Fauci Warns Any Protection Provided By COVID-19 Vaccine May Be ""Transitory"" https://t.co/PqxnvnWHkC",0,0,0,0,0,0,0,0,0,1,0,0
"@BorisJohnson And...our human rights here in the UK. Such as not coercing citizens into taking a vaccine. Worse still, guilt tripping parents to get young, healthy kids vaccinated. You're a disgrace talking about China when you've followed their lockdown regime",0,1,0,0,0,0,0,0,0,0,0,0
@OvertonDiverge1 Bill Gates says we can reduce the world’s population by 10-15% with the right vaccines. Covid-19 is the beginning. #NeverVaxers #NoVaccineForMe,0,0,1,1,0,0,0,0,0,0,0,0
943 Among 12- to 17-Year-Olds Pfizer Vaccine Adverse reactions DO NOT PUT YOUR CHILD AT RISK Demand that Investigation be done in Canada before you get the jab https://t.co/DmK6kem3r6 https://t.co/0NKv5WR8vg https://t.co/hluB0RdbGZ,0,0,0,0,0,0,0,0,1,0,0,0
@janekin24 There is no safe vaccine,0,0,0,0,0,0,0,0,1,0,0,0
"I’ll tell you what, I’m no anti-vaxer, not even close, but I’ll never allow any vaccine to be injected into my children or myself, that was “approved” while this administration is running the show. It just ain’t happening. #microscopicrobots",1,0,0,0,1,0,0,0,0,0,0,0
"@JoeBiden Trump followed, and is following, the advice of Fauci and Birx. If he's been incompetent and dishonest, they are the reason.  Both have stated, publicly, that he has followed their advice and never ignored their advice.  99.85% survivability rate for COVID-19.  No vaccine needed",1,0,1,0,0,0,0,0,0,0,0,0
@GovRonDeSantis Will we have a Covid vaccine death count ticker too? This vaccine has not even been tested for 6 months! Ridiculous and terrifying.,0,0,0,0,0,0,1,0,1,0,0,0
"Astra zeneca did a whole huge trial and did not enlist enough over 55 year olds and now wants to proclaim ""wow no one went in the hospital after getting our vaccine"" Are you kidding me? Why bother with a trial if you don't sign up enough old people for a disease that kills olds https://t.co/unlOthVLOH",0,0,0,0,0,0,1,0,0,0,0,0
"@MollyJongFast @Lamo_Inc It’s not good for #VaccineHesitancy. It’s is #Tuskegee 2.0. Watching as the #HaveNots die, studying the phenomenon for nearly a year, and then giving the #Haves a life saving intervention.",0,0,0,0,0,0,1,0,0,0,0,0
"@Forbes 2700000 Germans took AZ vaccine. 31 clots. ANY group of 2.7m some will have clots. 2.7m injections of ANYTHING, some will clot. Some were on the Pill. Some were health workers, with Covid exposure. There were clots in the PLACEBO. Pfizer has $billions at stake You do the math.",0,0,0,0,0,0,0,0,1,0,0,0
@poshpig3008 But that is mine and others risk to take? The chances from dying from covid are very low. Why should I have a vaccine I’m not comfortable having? I think this is to scare younger people into having it rather than “saving lives” IMO.,1,0,0,0,0,0,0,0,0,0,0,0
"@spkenny67 @appseyes @JC_free82 Bs not directly to Covid it’s from other firms cancer, diabetes but are telling people it’s Covid so they can push deadly vaccines, wake up!!!!",0,1,0,0,0,0,0,0,0,0,0,0
"Well, it doesn't, but those demanding vaccine passports THINK that's what the jab does, so on their own terms their demands are unnecessary. But then none of this has anything to do with the virus or the vaccine; both are vehicles for authoritarianism.",0,1,0,0,0,0,0,0,0,0,0,0
@Maven1967 Remdesivir does not reduce mortality rate. It only reduces recovery time. Just pray we don’t get stuck with Moderna’s vaccine - untested biotech that edits mRNA message by creating new base pairs. It is gene editing and has never been approved for human use.,0,0,0,0,0,0,0,0,0,1,0,0
"@qfortruth Hallo, you can read it here: IT'S NOT LOOKING GOOD FOR THE PFIZER VACCINE. ⬇️⬇️ FROM THE CDC; 3,150 people vaccinated in ONE DAY are ""unable to… https://t.co/lR3BeKdiKP See you soon. 🤖",0,0,0,0,0,0,0,0,0,0,0,1
@TennisBuzzBlog Their choice. I dont think we are in a position to villify anyone who doesn't want the vaccine,0,0,0,0,0,0,0,0,0,0,0,1
@BBCWomansHour promoting vaccines again violating POMs rules. No mention that 3.8% of Pfizer covid volunteers suffered fatigue after the second dose. Paul Offit told Tim Harford on How To Vaccinate The World that the flu vax can cause Guillain-Barré syndrome.,0,0,0,0,0,0,0,0,1,0,0,0
@ashwani_mahajan Truth about ALL covid-19 vaccines They are all indemnified should the vaccine cripple you in 4 years These are the exact words of Astra Zeneca's Exec Director ➡️ https://t.co/PKC51Um4p7 And the same applies to ALL pharmas manufacturing covid-19 vaccine ⤵️ https://t.co/SqBkPM9SM7,0,0,1,0,0,0,0,0,1,0,0,0
"👉Don't worry folks, death ☠️& severe reaction after the vaccine is ALWAYS just a coincidence. 👉BUT death within 28 days of an often false positive #Covid test is ALWAYS #COVID19  related.    #StaySafe #vaccinate #populationControl",0,0,0,0,0,0,0,0,1,0,0,0
"@HeatherInThe515 Every vaccine is different. The covid vaccine using a ""traditional approach"" is still as new as these mRNA vaccines. It's not a soda machine, you just don't add a new disease to the same ol' solution and voila.",0,0,0,0,0,0,0,0,1,0,0,0
"I barely trust Johnson & Johnson baby powder, why would anyone trust them with a vaccine",0,0,0,0,0,0,0,0,0,1,0,0
CATASTROPHE: 20% of Human Test Subjects Severely Injured from Gates-Fauci Coronavirus Vaccine by Moderna - Fort Russ Give it to themselves please and get back to us! https://t.co/ojfnMLQFg3,0,0,0,0,0,0,0,0,1,0,0,0
"Read this, bc this is the summer, COVID deaths (even at inflated figures) at a minimum. This is likely not a semi-isolated, extreme lockdown but a test for what is to spread worldwide come winter, incl YOUR CITY! Are you ready for police or military to knock w your vaccine?",0,0,0,0,0,0,0,0,0,0,0,1
"@SecAzar @US_FDA We don’t blame Trump, we blame you!!!! You have no back bone! All you care about is how much income you and your buddies will get from the vaccine!!",0,0,1,0,0,0,0,0,0,0,0,0
"Dr. Hossein Sadrzadeh said he had a severe reaction almost immediately after being vaccinated, feeling dizzy and with a racing heart, the NYT reported #modernavaccine https://t.co/Cu50JDi2ge",0,0,0,0,0,0,0,0,1,0,0,0
"@realDonaldTrump Kinda feel like, some of these companies,. some people., maybe are setting you up. Idk. But there’s tons of doctors speaking out &warning about some of these vaccines... Pfizer doesn’t have the best reputation. Not trying to make things difficult. But definitely worrisome.",0,0,1,0,0,0,0,0,1,0,0,0
@KatsuPjxy @techincolourK @itisearl @SkyNews I understand why they do it but my point is It only delays it and your willing to hide away indefinitely on the hope of some miracle vaccine coming along,0,0,0,0,0,0,0,0,0,1,0,0
"@Noahpinion 1) nowhere near that level of technology exists (to produce a high confidence vaccine de novo that quickly (eg wo human testing), 2) Israeli biotech is known to be notoriously scammy (not alone of course - eg Russian and Eastern European trials are wildly untrustworthy)",0,0,0,0,0,0,1,0,0,0,0,0
"Public speaker @DrPeterLurie says consumers need to be warned that the @Pfizer vaccine can cause non-serious but annoying adverse reactions (fever, chills, body aches) that can cause them to miss a day of work. @khnews covered this: https://t.co/O1FdbOOWH9",0,0,0,0,0,0,0,0,1,0,0,0
"Discuss. If you're <50, healthy & have no conditions or situations that may put you at extra risk, you DO NOT need a vaccine for #covid19. If you've had covid, you DO NOT need this vaccine. The already very ill / very old / very fat should. 99.7% natural recovery. #BBCPanorama",1,0,0,0,0,0,0,0,0,0,0,0
"@ellymelly Vaccines are the pharmaceutical cash cow. There is no such thing as a safe vaccine. Stanley Plotkin, America's Mr vaccine tells the truth about vaccines in a 9 hour deposition under oath as an expert witness. If you want to be informed and vaccines I'll send you the link",0,0,1,0,0,0,0,0,0,0,0,0
"I wouldn't take a vaccine from a company that had thousands of lawsuits filed against them ""Pfizer CEO says drug company will know if COVID-19 vaccine works before the end of October"" https://t.co/rsouDYZVnF",0,0,1,0,0,0,0,0,0,0,0,0
"@SandraWeeden Why would anyone take a vaccine for anything they are 99.95% likely to survive. There was a reason we vaccinated against polio or smallpox, they were deadly to young people. There needs to be some proper education of the public at some stage.",1,0,0,0,0,0,0,0,0,0,0,0
Will I have the COVID-19 vaccine?  Remember the swine flu vaccine deaths?  I’m waiting for the testing for at least a year.  Rushing for a “cure” is absolutely deadly.,0,0,0,0,0,0,1,0,1,0,0,0
@chrishendel @NIAIDNews @NIH This recent article from Norway about research on #AstraZeneca vaccine and bloodclots indicates nevertheless very strong likelihood of causing the clots. View in Chrome for translation. Then questions on data released. Is AstraZeneca in coverup? https://t.co/40YCqUef3k,0,0,0,0,0,0,0,0,1,0,0,0
@JNJNews @JanssenGlobal Yeah even Hotez and Plotkin say Covid vaccines are dangerous... it takes a lot to scare those two,0,0,0,0,0,0,0,0,1,0,0,0
When the Elderly and Frail Die After Receiving the COVID Vaccine https://t.co/UVENKN0T0M,0,0,0,0,0,0,0,0,1,0,0,0
I think I'll skip Pfizer and wait for the really good stuff. https://t.co/lecHGO7osi,0,0,0,0,0,0,0,0,0,0,0,1
"@CT_Bergstrom @ABC People don't need help doubting covid vaccine efficacy. All of the lies and incorrect info coming from government/media has done that already. Very few people will be lining up for this rushed scam of a shot. It will be flu shot 2.0, except worse.",0,0,0,0,0,0,0,0,0,1,0,0
@brave3564445 @photoartist9 That’s not what Fauci is saying. He’s saying masks should continue to be worn bc having the vaccine doesn’t mean you can’t still contract covid.  So what good are these vaccines?,0,0,0,0,0,0,0,0,0,1,0,0
@Novavax how many of your staff got vaccinated with mRNA vaccines? Maybe if they were waiting like my family they would have the paperwork done faster. #COVID19Vaccine #novavax,0,0,0,0,0,0,0,0,0,0,0,1
"Bill ""Mengelle"" Gates wants to inject his dye-dot quantum to track possible side effects with the agreement of Pfizer, that can also serve as an in-body Health record for hand-mobiles, AI & 5G! 5 Burning Questions About the New Covid Vaccine https://t.co/i2FyjgWu3d",0,0,0,0,0,0,0,0,1,0,0,0
MHRA says the Pfizer vaccine is safe? That's why they put out a tenderFOR: “The MHRA urgently seeks an (AI) software tool to process the expected high volume of Covid-19 vaccine Adverse Drug Reaction (ADRs) and ensure that no details from the ADRs’ reaction text are missed”.,0,0,0,0,0,0,0,0,1,0,0,0
"@AnonsSynonymous @PressSec @realDonaldTrump As “Keyboard Warriors”, many Americans including myself, who’ve supported the @POTUS 💯%, are NOT in agreement with a vaccine for the Coronavirus (COVID-19), especially since Hydroxychloroquine works effectively!  @IngrahamAngle",1,0,0,0,0,0,0,0,0,0,0,0
